,"Matthew 1:1 The book of the generation of Jesus Christ, the son of David, the son of Abraham.","Mattheus 1:1 DIE geslagsregister van Jesus Christus, die seun van Dawid, die seun van Abraham:"
,"2 Timothy 2:22 Flee also youthful lusts: but follow righteousness, faith, charity, peace, with them that call on the Lord out of a pure heart.","2 Timotheus 2:22 Maar vlug vir die begeerlikhede van die jonkheid en jaag ná geregtigheid, geloof, liefde, vrede, saam met die wat die Here uit ’n rein hart aanroep."
,"2 Timothy 2:23 But foolish and unlearned questions avoid, knowing that they do gender strifes.","2 Timotheus 2:23 En die dwase en onverstandige strydvrae moet jy afwys, omdat jy weet dat dit twis verwek;"
,"2 Timothy 2:24 And the servant of the Lord must not strive; but be gentle unto all [men], apt to teach, patient,","2 Timotheus 2:24 en ’n dienskneg van die Here moet nie twis nie, maar vriendelik wees teenoor almal, bekwaam om te onderrig en een wat kwaad kan verdra."
,2 Timothy 2:25 In meekness instructing those that oppose themselves; if God peradventure will give them repentance to the acknowledging of the truth;,"2 Timotheus 2:25 Hy moet die weerspanniges in sagmoedigheid teregwys, of God hulle nie miskien bekering sal gee tot die kennis van die waarheid nie,"
,"2 Timothy 2:26 And [that] they may recover themselves out of the snare of the devil, who are taken captive by him at his will.","2 Timotheus 2:26 en hulle weer nugter kan word, vry van die strik van die duiwel, nadat hulle deur hom gevang was om sy wil te doen."
,"2 Timothy 3:1 This know also, that in the last days perilous times shall come.","2 Timotheus 3:1 MAAR weet dit, dat daar in die laaste dae swaar tye sal kom."
,"2 Timothy 3:2 For men shall be lovers of their own selves, covetous, boasters, proud, blasphemers, disobedient to parents, unthankful, unholy,","2 Timotheus 3:2 Want die mense sal liefhebbers van hulleself wees, geldgieriges, grootpraters, trotsaards, lasteraars, ongehoorsaam aan hulle ouers, ondankbaar, onheilig,"
,"2 Timothy 3:3 Without natural affection, trucebreakers, false accusers, incontinent, fierce, despisers of those that are good,","2 Timotheus 3:3 sonder natuurlike liefde, onversoenlik, kwaadsprekers, bandeloos, wreed, sonder liefde vir die goeie,"
,"2 Timothy 3:4 Traitors, heady, highminded, lovers of pleasures more than lovers of God;","2 Timotheus 3:4 verraaiers, roekeloos, verwaand, meer liefhebbers van genot as liefhebbers van God;"
,"2 Timothy 3:5 Having a form of godliness, but denying the power thereof: from such turn away.","2 Timotheus 3:5 mense wat ’n gedaante van godsaligheid het, maar die krag daarvan verloën het. Keer jou ook van hierdie mense af."
en:p,"2 Timothy 3:6 For of this sort are they which creep into houses, and lead captive silly women laden with sins, led away with divers lusts,","2 Timotheus 3:6 Want uit hulle is die wat in die huise insluip en arme vroue gevange neem wat met sondes belaai is en deur allerhande begeerlikhede gedryf word,"
,"2 Timothy 3:7 Ever learning, and never able to come to the knowledge of the truth.",2 Timotheus 3:7 wat altyd leer en nooit tot die kennis van die waarheid kan kom nie.
en:p,"2 Timothy 3:8 Now as Jannes and Jambres withstood Moses, so do these also resist the truth: men of corrupt minds, reprobate concerning the faith.","2 Timotheus 3:8 En net soos Jannes en Jambres Moses teëgestaan het, so staan ook hierdie mense die waarheid teë, mense verdorwe in die verstand, onbetroubaar ten opsigte van die geloof."
en:p,"2 Timothy 3:9 But they shall proceed no further: for their folly shall be manifest unto all [men], as theirs also was.","2 Timotheus 3:9 Maar hulle sal nie verder voortgaan nie, want hulle dwaasheid sal vir almal duidelik wees, soos ook dié van daardie manne geword het."
,"2 Timothy 3:10 But thou hast fully known my doctrine, manner of life, purpose, faith, longsuffering, charity, patience,","2 Timotheus 3:10 MAAR jy het my navolger geword in leer, lewenswandel, planne, geloof, lankmoedigheid, liefde, lydsaamheid,"
,"2 Timothy 3:11 Persecutions, afflictions, which came unto me at Antioch, at Iconium, at Lystra; what persecutions I endured: but out of [them] all the Lord delivered me.","2 Timotheus 3:11 vervolginge, lyding, soos my te beurt geval het in Antiochíë, in Ikónium, in Listre. Watter vervolginge het ek nie al verdra nie! En die Here het my uit almal verlos."
,"2 Timothy 3:12 Yea, and all that will live godly in Christ Jesus shall suffer persecution.","2 Timotheus 3:12 En almal wat ook godvrugtig wil lewe in Christus Jesus, sal vervolg word."
,"2 Timothy 3:13 But evil men and seducers shall wax worse and worse, deceiving, and being deceived.","2 Timotheus 3:13 Maar goddelose mense en bedrieërs sal voortgaan van kwaad tot erger, hulle wat verlei en verlei word."
,"2 Timothy 3:14 But continue thou in the things which thou hast learned and hast been assured of, knowing of whom thou hast learned [them];","2 Timotheus 3:14 Maar bly jy in wat jy geleer het en waarvan jy verseker is, omdat jy weet van wie jy dit geleer het,"
,"2 Timothy 3:15 And that from a child thou hast known the holy scriptures, which are able to make thee wise unto salvation through faith which is in Christ Jesus.",2 Timotheus 3:15 en dat jy van kleins af die heilige Skrifte ken wat jou wys kan maak tot saligheid deur die geloof in Christus Jesus.
,"2 Timothy 3:16 All scripture [is] given by inspiration of God, and [is] profitable for doctrine, for reproof, for correction, for instruction in righteousness:","2 Timotheus 3:16 Die hele Skrif is deur God ingegee en is nuttig tot lering, tot weerlegging, tot teregwysing, tot onderwysing in die geregtigheid,"
,"2 Timothy 3:17 That the man of God may be perfect, throughly furnished unto all good works.","2 Timotheus 3:17 sodat die mens van God volkome kan wees, vir elke goeie werk volkome toegerus."
,"2 Timothy 4:1 I charge [thee] therefore before God, and the Lord Jesus Christ, who shall judge the quick and the dead at his appearing and his kingdom;","2 Timotheus 4:1 EK besweer jou dan voor God en die Here Jesus Christus, wat die lewende en die dode sal oordeel by sy verskyning en sy koninkryk:"
,"2 Timothy 4:2 Preach the word; be instant in season, out of season; reprove, rebuke, exhort with all longsuffering and doctrine.","2 Timotheus 4:2 verkondig die woord; hou aan tydig en ontydig; weerlê, bestraf, vermaan in alle lankmoedigheid en lering;"
,"2 Timothy 4:3 For the time will come when they will not endure sound doctrine; but after their own lusts shall they heap to themselves teachers, having itching ears;","2 Timotheus 4:3 want daar sal ’n tyd wees wanneer hulle die gesonde leer nie sal verdra nie, maar, omdat hulle in hul gehoor gestreel wil wees, vir hulle ’n menigte leraars sal versamel volgens hulle eie begeerlikhede,"
,"2 Timothy 4:4 And they shall turn away [their] ears from the truth, and shall be turned unto fables.",2 Timotheus 4:4 en die oor sal afkeer van die waarheid en hulle sal wend tot fabels.
,"2 Timothy 4:5 But watch thou in all things, endure afflictions, do the work of an evangelist, make full proof of thy ministry.",2 Timotheus 4:5 Maar wees jy in alles nugter; ly verdrukking; doen die werk van ’n evangelis; vervul jou bediening.
,"2 Timothy 4:6 For I am now ready to be offered, and the time of my departure is at hand.","2 Timotheus 4:6 WANT ek word alreeds as ’n drankoffer uitgegiet, en die tyd van my heengaan is naby."
,"2 Timothy 4:7 I have fought a good fight, I have finished [my] course, I have kept the faith:",2 Timotheus 4:7 Ek het die goeie stryd gestry; ek het die wedloop voleindig; ek het die geloof behou.
,"2 Timothy 4:8 Henceforth there is laid up for me a crown of righteousness, which the Lord, the righteous judge, shall give me at that day: and not to me only, but unto all them also that love his appearing.","2 Timotheus 4:8 Verder is vir my weggelê die kroon van die geregtigheid wat die Here, die regverdige Regter, my in dié dag sal gee; en nie aan my alleen nie, maar ook aan almal wat sy verskyning liefgehad het."
,2 Timothy 4:9 Do thy diligence to come shortly unto me:,2 Timotheus 4:9 Beywer jou om gou na my te kom.
,"2 Timothy 4:10 For Demas hath forsaken me, having loved this present world, and is departed unto Thessalonica; Crescens to Galatia, Titus unto Dalmatia.","2 Timotheus 4:10 Want Demas het my verlaat, omdat hy die teenwoordige wêreld liefgekry het, en het na Thessaloníka vertrek, Crescens na Galásië, Titus na Dalmásië."
,"2 Timothy 4:11 Only Luke is with me. Take Mark, and bring him with thee: for he is profitable to me for the ministry.","2 Timotheus 4:11 Lukas is alleen by my. Markus moet jy gaan haal en saam met jou bring, want hy kan my baie tot diens wees."
,2 Timothy 4:12 And Tychicus have I sent to Ephesus.,2 Timotheus 4:12 Tíchikus het ek na Éfese gestuur.
,"2 Timothy 4:13 The cloke that I left at Troas with Carpus, when thou comest, bring [with thee], and the books, [but] especially the parchments.","2 Timotheus 4:13 As jy kom, moet jy die reismantel bring wat ek by Carpus in Troas laat bly het, en die boeke, veral die perkamente."
,2 Timothy 4:14 Alexander the coppersmith did me much evil: the Lord reward him according to his works:,"2 Timotheus 4:14 Alexander, die kopersmid, het my baie kwaad aangedoen. Mag die Here hom vergeld na sy werke!"
,2 Timothy 4:15 Of whom be thou ware also; for he hath greatly withstood our words.,"2 Timotheus 4:15 Jy moet ook vir hom oppas, want hy het ons woorde sterk teëgestaan."
,"2 Timothy 4:16 At my first answer no man stood with me, but all [men] forsook me: [I pray God] that it may not be laid to their charge.","2 Timotheus 4:16 In my eerste verdediging het niemand my bygestaan nie, maar almal het my verlaat. Mag dit hulle nie toegereken word nie!"
,"2 Timothy 4:17 Notwithstanding the Lord stood with me, and strengthened me; that by me the preaching might be fully known, and [that] all the Gentiles might hear: and I was delivered out of the mouth of the lion.","2 Timotheus 4:17 Maar die Here het my bygestaan en my krag gegee, sodat deur my die prediking heeltemal volbring kan word en al die heidene dit kan hoor; en ek is uit die bek van die leeu verlos."
,"2 Timothy 4:18 And the Lord shall deliver me from every evil work, and will preserve [me] unto his heavenly kingdom: to whom [be] glory for ever and ever. Amen.",2 Timotheus 4:18 En die Here sal my verlos van elke bose werk en my red om in sy hemelse koninkryk in te gaan. Aan Hom die heerlikheid tot in alle ewigheid! Amen.
,"2 Timothy 4:19 Salute Prisca and Aquila, and the household of Onesiphorus.",2 Timotheus 4:19 Groet Prisca en Áquila en die huis van Onesíforus.
,2 Timothy 4:20 Erastus abode at Corinth: but Trophimus have I left at Miletum sick.,2 Timotheus 4:20 Erástus het in Korinthe gebly. Trófimus het ek siek in Miléte agtergelaat.
,"2 Timothy 4:21 Do thy diligence to come before winter. Eubulus greeteth thee, and Pudens, and Linus, and Claudia, and all the brethren.",2 Timotheus 4:21 Beywer jou om voor die winter te kom. Eubúlus en Pudens en Linus en Claudia en al die broeders groet jou.
,"2 Timothy 4:22 The Lord Jesus Christ [be] with thy spirit. Grace [be] with you. Amen. <<[The second [epistle] unto Timotheus, ordained the first bishop of the church of the Ephesians, was written from Rome, when Paul was brought before Nero the second time.]>>",2 Timotheus 4:22 Mag die Here Jesus Christus met jou gees wees! Die genade sy met julle! Amen.
,"Titus 1:1 Paul, a servant of God, and an apostle of Jesus Christ, according to the faith of God's elect, and the acknowledging of the truth which is after godliness;","Titus 1:1 PAULUS, ’n dienskneg van God en ’n apostel van Jesus Christus, volgens die geloof van die uitverkorenes van God en die kennis van die waarheid wat na die godsaligheid is,"
,"Titus 1:2 In hope of eternal life, which God, that cannot lie, promised before the world began;","Titus 1:2 in die hoop van die ewige lewe wat God, wat nie kan lieg nie, van ewigheid af beloof het,"
,"Titus 1:3 But hath in due times manifested his word through preaching, which is committed unto me according to the commandment of God our Saviour;","Titus 1:3 en op die regte tyd sy woord bekend gemaak het deur die prediking wat aan my toevertrou is, ooreenkomstig die gebod van God, ons Verlosser — aan Titus, my ware kind volgens die gemeenskaplike geloof:"
en:p,"Titus 1:4 To Titus, [mine] own son after the common faith: Grace, mercy, [and] peace, from God the Father and the Lord Jesus Christ our Saviour.","Titus 1:4 Genade, barmhartigheid, vrede van God die Vader en die Here Jesus Christus, ons Verlosser!"
en:p,"Titus 1:5 For this cause left I thee in Crete, that thou shouldest set in order the things that are wanting, and ordain elders in every city, as I had appointed thee:","Titus 1:5 OM hierdie rede het ek jou in Kreta agtergelaat, dat jy nog verder sou regmaak wat oorgebly het, en van stad tot stad ouderlinge sou aanstel soos ek jou beveel het —"
,"Titus 1:6 If any be blameless, the husband of one wife, having faithful children not accused of riot or unruly.","Titus 1:6 as iemand onberispelik is, die man van een vrou, gelowige kinders het wat nie beskuldig word van losbandigheid of tugteloos is nie."
en:p,"Titus 1:7 For a bishop must be blameless, as the steward of God; not selfwilled, not soon angry, not given to wine, no striker, not given to filthy lucre;","Titus 1:7 Want ’n opsiener moet as ’n rentmeester van God onberispelik wees, nie eiesinnig, nie oplopend, geen drinker, geen vegter, geen vuilgewinsoeker nie;"
